x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label,timestamp,session_id
0.0,0.0,0.0,-0.3679765325094793,-0.2137135223305418,-0.1541176722256017,-0.6790201469494769,-0.6126743007380946,-0.2269915882265631,-0.7796011728639908,-0.9546448407963848,-0.2972936904300825,-0.5721441719236068,-1.0811417018161995,-0.3141360529741357,-0.3447133668541252,-0.9993576471341842,-0.0103523851184084,-0.5652902858239842,-1.1366634614282969,-0.1869948368249125,-0.5498536517332331,-0.8372301596224703,-0.2311765630592943,-0.4530109747831244,-0.8058603513043465,-0.2429702909497034,-0.107296623626145,-0.9941896005860305,-0.0086297534738201,-0.3501878391356141,-1.097734509083875,-0.2098659818896804,-0.3427470627722715,-0.6978203633323443,-0.1690814943336651,-0.223020356546525,-0.7070124284679592,-0.0834545550761084,0.1205851609539887,-0.9466612568060144,-0.0560721650294673,-0.1186304880051399,-0.9735963904291218,-0.2492839237733312,-0.1370946867389334,-0.6280427545409001,-0.1429060793290653,-0.0158927544336707,-0.6416193069965214,-0.017848424424556,0.339252003694918,-0.8615849167493904,-0.1234380527695698,0.1229994243075376,-0.8901889573076861,-0.2012739161400673,0.0740552310606933,-0.6711147036095702,-0.1387768664613339,0.1643581910231171,-0.6701910245719361,-0.0668990831027744,Land,2026-07-28 16:29:19.595,sess_20260728_162716
0.0,0.0,0.0,-0.2844316367338076,-0.6065451515121232,-0.1573435555597857,-0.3971669612762208,-1.219779115372619,-0.239526221251606,-0.4207705612181832,-1.6715208390602971,-0.3002870628265893,-0.3846406475403804,-2.022037841857349,-0.3352896265902571,-0.0340701775513014,-1.2773408782657638,-0.2003676659768298,-0.7517124088482604,-1.211242020481167,-0.3654157867278131,-0.7503526598697149,-1.0267644676461518,-0.4455614419317994,-0.5582608208990983,-1.0083679226062288,-0.4894540090389673,0.0255250875657144,-0.9761490257583076,-0.2155958010163223,-0.7826438456937725,-0.9088113447939554,-0.3521610033211614,-0.6831968672969315,-0.7797655285229812,-0.3642303058167391,-0.4702576121640104,-0.7742699006920106,-0.3811203585878491,0.0199123649185599,-0.6552814131493458,-0.2541121670111594,-0.7196875595975712,-0.6122553143690468,-0.4013957507494714,-0.6020469116744802,-0.5160201984764371,-0.3648793658807003,-0.390118203127317,-0.5122463474803074,-0.3335748871038995,-0.0267216866545698,-0.3343525048186833,-0.3096253327761419,-0.5771236631479927,-0.3067820889523564,-0.4143211112930965,-0.4823152967884234,-0.2653062056119205,-0.406119685431964,-0.2798003118917109,-0.2677310510372485,-0.3854703976961896,Up,2026-07-28 12:57:07.528,sess_20260728_125637
0.0,0.0,0.0,-0.3053067026182313,-0.3647666121603344,-0.0394900541481641,-0.2970667100344399,-0.8759300750709773,-0.0381659947925933,-0.222435150952091,-1.241376174927871,-0.0676681566364185,-0.1927453922541172,-1.5281388462896632,-0.0734708878551528,0.05445106594644,-0.994979023533953,0.1426475797469442,0.0071817793487477,-1.2561333555937528,0.037649015818448,-0.1179576230549435,-1.0805389355236703,-0.0246358164611665,-0.1530460827300625,-0.9426506178896786,-0.0458777763662313,0.1796961196600335,-0.9801500323608804,0.0837569020564398,0.0697558523289342,-1.2780742586209788,-0.097191671379084,-0.074611197929521,-0.9995269683500962,-0.1668172609052346,-0.0942718947165967,-0.7943598156115139,-0.1562294209552981,0.3071201000822158,-0.9283978109101496,-0.004977882711371,0.1957785968340379,-1.2560230086700772,-0.1886764359651453,0.0451420925994694,-1.042509483408078,-0.1975604360259059,0.0079817338262526,-0.8535878589838393,-0.1369238097201236,0.4231321198577953,-0.8645529267333845,-0.1003150540071406,0.4287095375143344,-1.285166659390315,-0.1961583095613875,0.4104490241791811,-1.5502511392196194,-0.2007931029926247,0.4425440300737373,-1.7600278464654069,-0.1763845942083166,Hover,2026-07-28 14:58:57.239,sess_20260728_144941
0.0,0.0,0.0,-0.3793368970156108,-0.1504509293629519,-0.1732534842770816,-0.6964338446191466,-0.4612591500129221,-0.2418684378965757,-0.8337436707921447,-0.7634328719237814,-0.2982050110605776,-0.6986736997451605,-0.9336868299422064,-0.3030494863350541,-0.5772078105403259,-0.8882922777756568,-0.0278073017670854,-0.6159521245968907,-0.9788543419464129,-0.1825247114738202,-0.5398166399140245,-0.6877011322502885,-0.229191458852471,-0.5297932052183258,-0.6577992987370052,-0.243587890275516,-0.3530063474832651,-0.935618763093144,0.0020121591834592,-0.3888825446484079,-0.9149931039810726,-0.1520839647000813,-0.3094392727275635,-0.5733925530126057,-0.1396632608085135,-0.3124388059633194,-0.6328870363609418,-0.0950043479863452,-0.1148374320756185,-0.9363368714042236,-0.0096700730165352,-0.1704644632289042,-0.925418557144986,-0.1811834380140215,-0.1188894913637706,-0.5967668656490165,-0.0951353409960681,-0.1012684123000723,-0.6161916489799187,0.0045835888089569,0.109674409957398,-0.9019830851083068,-0.0391859778895754,0.0389839712504511,-0.9248391697754494,-0.1253987271691639,0.053611493567019,-0.6848460972284136,-0.0602305099978537,0.0914728146318671,-0.6696361992979962,0.014885743692253,Land,2026-07-28 14:52:05.468,sess_20260728_144941
0.0,0.0,0.0,-0.2854652411799013,-0.0883402743643193,-0.19718988172467,-0.5664778557442776,-0.2853862830075164,-0.3228940819040441,-0.6308933248292625,-0.4961718026638154,-0.4225424797054904,-0.3946117548065463,-0.5321026179246318,-0.4808051289805038,-0.4191752420905567,-0.9151991602116614,-0.1587965408505893,-0.3865058333092109,-0.7088294369313061,-0.3109717360245643,-0.3831280466541695,-0.488865043824879,-0.3802868105010801,-0.3907495110138745,-0.4994093695237865,-0.4275226213056851,-0.175681088179693,-0.974080117915821,-0.1424923827336013,-0.1528714755028319,-0.6211162065541058,-0.2928677429938033,-0.1796645026152108,-0.3964900688459767,-0.3147609674601165,-0.2101346924081189,-0.4390940050213021,-0.3133465397282519,0.0642252875341551,-0.9230487635305484,-0.1556563754620129,0.0606575729412571,-0.55536991748082,-0.2992293708185399,0.0091487780439514,-0.3679002219962862,-0.2693362914362106,-0.026123601579483,-0.4155801372965317,-0.2319825242297013,0.2910921240414822,-0.8127789135070619,-0.1929931365096948,0.248839526371972,-0.5264641252247131,-0.2866170285760997,0.1735434126061333,-0.3685529654313763,-0.279713880694718,0.1133351291368618,-0.3863698967554692,-0.25612922677115,Land,2026-07-28 16:29:13.139,sess_20260728_162716
0.0,0.0,0.0,-0.2721533685144465,-0.2486201643603767,-0.1574798835373698,-0.4650043999825186,-0.6870056623100627,-0.2494886168374073,-0.4373674867130992,-1.0695447536700335,-0.3485272058136555,-0.2304608454689014,-1.2898143304855432,-0.4363364581918393,-0.2657798470770698,-1.0505075333882317,-0.0622675986906835,-0.2861915876070785,-1.5092818850721963,-0.2149260074218059,-0.3026371038591686,-1.783278255879342,-0.3029386774763739,-0.2899250064144545,-2.0169608895284967,-0.3667521909416246,-0.021413017335309,-0.996655477256526,-0.0788628070966547,-0.0346337102406869,-1.3170181993296652,-0.3483710588040791,-0.1095995327011691,-0.9937664909769036,-0.4172405853690095,-0.1516577522892367,-0.7193639820849604,-0.3911358159248398,0.2188254938333281,-0.8876431262178458,-0.1222661078690669,0.1892573943808527,-1.142973633461,-0.3891870339794753,0.0765115425032706,-0.8030581229656928,-0.3513387133170524,0.0245239809240532,-0.5483134848806128,-0.2467792795995357,0.4603405796082315,-0.7369405490163461,-0.1788877533944277,0.3973991022792044,-0.974143073410924,-0.3513385082382376,0.2729461211808747,-0.7742325728857865,-0.318756673063107,0.2152549896364164,-0.5927240405057764,-0.2492370056395491,Forward,2026-07-28 15:12:02.172,sess_20260728_150914
0.0,0.0,0.0,-0.3844635929666483,-0.2428154595582812,-0.1231126456487593,-0.6275323912233407,-0.6679177162867227,-0.1789934419031295,-0.7281893569220396,-1.0229323191759103,-0.2421833883093653,-0.7237117132457603,-1.31734499461647,-0.2670292732447712,-0.2488403029015179,-1.0431663863674714,0.0258421775915361,-0.4776310873584806,-1.2652111616694,-0.1990579697844048,-0.4765068449056909,-0.9231992456915672,-0.3140301164500146,-0.3926240534195489,-0.7406639809594512,-0.356466724598007,-0.0136971604794864,-0.999886378564842,0.0062942636809143,-0.2580212466404368,-1.165868808772602,-0.2031130324725026,-0.2735478158794049,-0.765032652933179,-0.2216235490163301,-0.1754471671486194,-0.643465007308457,-0.1847129283549954,0.2102023693325858,-0.9042637521940662,-0.0608801894275318,-0.0338403789960192,-1.0707856508635671,-0.2798428174918128,-0.0886648217867746,-0.6729890049667824,-0.1936405531968707,0.0034610414583311,-0.5397005337704229,-0.0782688099806425,0.428393006424514,-0.753145495872824,-0.1431999649042624,0.1829200449093495,-0.8931947084417895,-0.2805851113629507,0.0841593769902382,-0.6263150427396046,-0.2220748023849476,0.1363480201231144,-0.5061942434503137,-0.1383115319542698,Land,2026-07-28 15:11:24.426,sess_20260728_150914
0.0,0.0,0.0,-0.3476754561996995,-0.1205860898230964,-0.1611145421330046,-0.6007804516101678,-0.6228501807109327,-0.229588707780699,-0.5810017459132811,-1.0466652605660436,-0.2897969811770526,-0.3948833460138842,-1.2603333875878546,-0.3436145476736263,-0.3718245521387187,-1.0244975902736215,-0.1500370637468291,-0.3902210156812359,-1.5775843307980086,-0.3433640148116746,-0.3878342877234911,-1.9222484485075937,-0.4669756281171869,-0.3821031976804425,-2.193536249692722,-0.5553862118554246,-0.1130516811322208,-0.9820075935835062,-0.1512626971117147,-0.1953173379773261,-1.233866899462588,-0.4638633172026208,-0.2579589702864067,-0.8415043619560849,-0.523135542969036,-0.2844984434343021,-0.5442255347527842,-0.4800806775191057,0.1465360323365955,-0.8908043321285947,-0.1768481118095713,0.0483817715007263,-1.0438899462216888,-0.4832084683215359,-0.0062795371727715,-0.6428066402532544,-0.428313195563401,-0.0160359866493631,-0.3795021056481698,-0.299406430577825,0.4130088232304469,-0.7656950543869587,-0.2128888958640255,0.3190592060046753,-0.9671202970160998,-0.4418787274851081,0.237780259578402,-0.685719714639061,-0.4031103195012872,0.2339188810102172,-0.4825416542890409,-0.3109422431343324,Forward,2026-07-28 14:53:37.322,sess_20260728_144941
0.0,0.0,0.0,-0.3116771464667697,-0.3092317345638352,-0.0714178716065212,-0.4924810399017981,-0.7070073114962167,-0.144149953994404,-0.5460896560333328,-1.0508961544094089,-0.2487724979791569,-0.4491123876079833,-1.328042906655985,-0.3216011815381018,-0.0600309160711894,-1.046805945768173,0.063498525460548,-0.2145887747094419,-1.3246799334436723,-0.1854494265826915,-0.3473549792247498,-1.0175781588197004,-0.3050925088286131,-0.3232806130620427,-0.8077587373368824,-0.3438727253495485,0.1262697158350979,-0.9919672227890014,0.007549024784651,-0.0837400315281747,-1.2707617381249747,-0.2678269591185833,-0.215834881875115,-0.8603187034110875,-0.3000283782071662,-0.1247293706111651,-0.6693870281434435,-0.244655592178053,0.3338700669925877,-0.903814279576062,-0.0929987500043306,0.0797491806671012,-1.14418478022782,-0.361770759008472,-0.051386429639398,-0.7306504481136614,-0.2865218325861993,0.0509958301152153,-0.5486685237724678,-0.155652205094687,0.543434322354821,-0.7599436146388273,-0.2026817840887302,0.258502816121021,-0.965463325188826,-0.3533825173703913,0.1392437564895278,-0.6993564028660441,-0.2968126738396958,0.2246069513671986,-0.5445115572499898,-0.2048473402417516,Land,2026-07-28 12:38:14.214,sess_20260728_123245
0.0,0.0,0.0,-0.0531714939718048,-0.459303139541893,-0.0640364768638756,-0.3241589942468581,-1.0129010989463918,-0.1287354987853403,-0.5436493647048426,-1.400350833896918,-0.1703522909765462,-0.6912766837212608,-1.71112194439363,-0.2050656027325375,-0.5943633796747299,-0.9161134282978044,-0.318629706740984,-1.1970646291929812,-0.9421264963780808,-0.406893413075346,-1.0516486075439386,-0.8382958772662046,-0.410404754375192,-0.860313279819384,-0.825210411052537,-0.3963490318986561,-0.7185030862548909,-0.6109975406895963,-0.332318101092104,-1.2514104963084205,-0.6780851769371861,-0.3898564025874307,-1.0822739917462183,-0.6187945886676846,-0.3483934178314751,-0.8858321150859644,-0.5905281210753645,-0.3353678892180764,-0.8202813940732177,-0.3140348866990032,-0.3370887302518731,-1.320441412007773,-0.4433257121584196,-0.3897505489714848,-1.2117505751583084,-0.3856833144190825,-0.324844035641229,-1.0421175195470913,-0.3490937837765699,-0.291663413949257,-0.8908788385940714,-0.0500518970500108,-0.3405934533637917,-1.3606738624999422,-0.2424400027366189,-0.3740259588013729,-1.5421154105728718,-0.3029380176984995,-0.3399792331768813,-1.660787372198246,-0.3377900683601663,-0.3197406649313707,Hover,2026-07-28 16:37:33.497,sess_20260728_163307
